Title,Abstract,PDF file name
Anatomy-Aware Adaptive Feature Perturbation Framework for Semi-Supervised MRI Segmentation,"Medical image segmentation depends heavily on extensive, precise, and domain knowledge-based annotations, which are costly and labour-intensive. Although semi-supervised segmentation can achieve competitive performance with limited annotations, its core consistency regularisation methods typically employ fixed perturbation strategies that apply identical, task-agnostic, and anatomy-agnostic perturbations to all pixels or features. Such uniform approaches risk destroying semantic information in anatomically clear regions or failing to accurately depict complex or boundary areas. To address these issues, we propose a hybrid and adaptive feature perturbation framework for semi-supervised MRI segmentation. Specifically, hierarchical hypercolumn features are constructed as anatomical priors to guide spatial feature perturbations. Then, adaptive Gaussian noise is introduced in the first skip connection, where the perturbation intensity is dynamically adjusted according to the similarity of hypercolumn features to preserve key anatomical information and promote discriminative feature learning. In addition, Dropout is applied to the other skip connections to enhance perturbation diversity by adding channel-level feature perturbation. Extensive experiments on the ACDC and Promise 12 datasets demonstrate that our method achieves great performance across nearly all evaluation metrics, offering an effective solution for medical image segmentation with limited annotations.",Lin_Anatomy-Aware_Adaptive_Feature_Perturbation_Framework_for_Semi-Supervised_MRI_Segmentation_CVPRF_2026_paper.pdf
Beyond Static Artifacts: A Forensic Benchmark for Video Deepfake Reasoning in Vision Language Models,"Current Vision-Language Models (VLMs) for deepfake detection excel at identifying spatial artifacts but overlook a critical dimension: temporal inconsistencies in video forgeries. Adapting VLMs to reason about these dynamic cues remains a distinct challenge. To bridge this gap, we propose Forensic Answer-Questioning (FAQ), a large-scale benchmark that formulates temporal deepfake analysis as a multiple-choice task. FAQ introduces a three-level hierarchy to progressively evaluate and equip VLMs with forensic capabilities: (1) Facial Perception, testing the ability to identify static visual artifacts; (2) Temporal Deepfake Grounding, requiring the localization of dynamic forgery artifacts across frames; and (3) Forensic Reasoning, challenging models to synthesize evidence for final authenticity verdicts. We evaluate a range of VLMs on FAQ and generate a corresponding instruction-tuning set, FAQ-IT. Extensive experiments show that models fine-tuned on FAQ-IT achieve advanced performance on both in-domain and cross-dataset detection benchmarks. Ablation studies further validate the impact of our key design choices, confirming that FAQ is the driving force behind the temporal reasoning capabilities of these VLMs.",Gu_Beyond_Static_Artifacts_A_Forensic_Benchmark_for_Video_Deepfake_Reasoning_CVPRF_2026_paper.pdf
FREE-Switch: Frequency-Based Dynamic LoRA Switch for Style Transfer,"With the growing availability of open-sourced adapters trained on the same diffusion backbone for diverse scenes and objects, combining these pretrained weights enables low-cost customized generation. However, most existing model merging methods are designed for classification or text generation, and when applied to image generation, they suffer from content drift due to error accumulation across multiple diffusion steps. For image-oriented methods, training-based approaches are computationally expensive and unsuitable for edge deployment, while training-free ones use uniform fusion strategies that ignore inter-adapter differences, leading to detail degradation. We find that since different adapters are specialized for generating different types of content, the contribution of each diffusion step carries different significance for each adapter. Accordingly, we propose a frequency-domain importance-driven dynamic LoRA switch method. Furthermore, we observe that maintaining semantic consistency across adapters effectively mitigates detail loss; thus, we design an automatic Generation Alignment mechanism to align generation intents at the semantic level. Experiments demonstrate that our FREE-Switch (Frequency-based Efficient and Dynamic LoRA Switch) framework efficiently combines adapters for different objects and styles, substantially reducing the training cost of high-quality customized generation.",Zheng_FREE-Switch_Frequency-Based_Dynamic_LoRA_Switch_for_Style_Transfer_CVPRF_2026_paper.pdf
VEBench: Benchmarking Large Multimodal Models for Real-world Video Editing,"Real-world video editing demands not only expert knowledge of cinematic techniques but also multimodal reasoning to select, align, and combine footage into coherent narratives.While recent Large Multimodal Models (LMMs) have shown remarkable progress in general video understanding, their abilities in multi-video reasoning and operational editing workflows remain largely unexplored.We introduce VEBench, the first comprehensive benchmark designed to evaluate both editing knowledge understanding and operational reasoning in realistic video editing scenarios.VEBench contains 3.9K high-quality edited videos (over 257 hours) and 3,080 human-verified QA pairs, built through a three-round human-AI collaborative annotation pipeline that ensures precise temporal labeling and semantic consistency.It features two complementary QA tasks: 1) Video Editing Technique Recognition, assessing models' ability to identify 7 editing techniques using multimodal cues; and 2) Video Editing Operation Simulation, modeling real-world editing workflows by requiring the selection and temporal localization of relevant clips from multiple candidates.Extensive experiments across proprietary (e.g., Gemini-2.5-Pro) and open-source LMMs reveal a large gap between current model performance and human-level editing cognition.These results highlight the urgent need for bridging video understanding with creative operational reasoning.We envision VEBench as a foundation for advancing intelligent video editing systems and driving future research on complex reasoning.",Deng_VEBench_Benchmarking_Large_Multimodal_Models_for_Real-world_Video_Editing_CVPRF_2026_paper.pdf
HarmoniDiff-RS: Training-Free Diffusion Harmonization for Satellite Image Composition,"Satellite image composition plays a critical role in remote sensing applications such as data augmentation, simulation, and digital twin modeling.We propose HarmoniDiff-RS, a training-free diffusion-based framework for harmonizing composite satellite images under diverse domain conditions.Our method aligns the source and target domains through a Latent Mean Shift operation that transfers radiometric characteristics between them. To balance harmonization and content preservation, we introduce a Timestep-wise Latent Fusion strategy by leveraging early inverted latents for high harmonization and late latents for semantic consistency to generate a set of composite candidates. A lightweight harmony classifier is trained to further automatically select the most coherent result among them.We also construct RSIC-H, a benchmark dataset for satellite image harmonization derived from fMoW, providing 500 paired composition samples. Experiments demonstrate that our method achieves the highest harmony score compared with existing blending and diffusion-based baselines. Both qualitative and quantitative results confirm that our approach effectively performs satellite image composition, showing strong potential for scalable remote-sensing synthesis and simulation tasks.",Zhuang_HarmoniDiff-RS_Training-Free_Diffusion_Harmonization_for_Satellite_Image_Composition_CVPRF_2026_paper.pdf
Qinling-GFFE: A Novel Station-based Benchmark and Graph-Frequency Fusion Enhancer for Precipitation Forecasting,"Precipitation forecasting is a critical task in weather prediction. However, existing precipitation datasets suffer from two major limitations: the inadequate representation of diverse climatic regions and the exclusive availability of preprocessed gridded products. These limitations restrict the generalization capability of models and hinder their accurate detection of precipitation events. To address these issues, we introduce Qinling, a novel station-based precipitation benchmark that unifies authentic measurements with structured representations for rigorous, cross-paradigm model evaluation. Designed to bridge the gap between gridded products and real-world measurements, it facilitates more realistic evaluation of model performance and unveils their generalization capability under diverse meteorological conditions. Furthermore, to enhance model accuracy in heavy precipitation forecasting, we propose a plug-andplay graph-frequency fusion enhancer (GFFE) that explicitly captures spatial structures and local patterns associated with heavy precipitation by integrating Fourier domain analysis with graph neural networks. It can be seamlessly incorporated into arbitrary existing forecasting models to enhance their predictive accuracy. Extensive experiments on Qinling and other precipitation datasets demonstrate that the proposed GFFE module consistently improves the performance of state-of-the-art models, achieving superior accuracy and robustness in precipitation forecasting.",Liang_Qinling-GFFE_A_Novel_Station-based_Benchmark_and_Graph-Frequency_Fusion_Enhancer_for_CVPRF_2026_paper.pdf
Vote-in-Context: VLMs as Explainable Zero-Shot Rank Fusers,"In retrieval domain, fusing candidates from heterogeneous retrievers (R), especially for multi-modal data like videos is challenging. Typical training-free fusion methods lack content-awareness, relying either on rank or score signals. We introduce Vote-in-Context (ViC) , a generalized, training-free framework that re-thinks list-wise reranking and fusion as a zero-shot reasoning task for a Vision-Language Model (VLM). ViC serializes content evidence and retriever metadata into the VLM's prompt, allowing it to adaptively weigh retriever consensus against visual-linguistic content. This generalized framework naturally operates as content-aware rank fuser (R>1) and single-list reranker (R=1). We demonstrate ViC's potentials in video retrieval, where we serialize video contents into the VLM via our efficient S-Grid representation. Across video retrieval benchmarks, ViC sets new zero-shot SOTA, outperforming strong fusion baselines (R>1) and boosting individual retrievers (R=1), demonstrating its effectiveness in handling complex visual and temporal signals alongside text. ViC achieves massive gains of up to +40 Recall@1 over SOTA on all benchmarks, proving it as a simple, reproducible, and highly effective recipe for turning modern VLMs into powerful zero-shot rerankers and fusers capable of yielding grounded natural-language rationales for their top-K decisions. Codes will be made public.",Eltahir_Vote-in-Context_VLMs_as_Explainable_Zero-Shot_Rank_Fusers_CVPRF_2026_paper.pdf
Harmonized Multi-Layer Text-to-Image Generation with Generative Priors,"Large-scale diffusion models have achieved remarkable success in generating high-quality images from textual descriptions, gaining popularity across various applications. However, the generation of layered content, such as transparent images with foreground and background layers, remains an under-explored area. Layered content generation is crucial for creative workflows in fields like graphic design, animation, and digital art, where layer-based approaches are fundamental for flexible editing and composition. In this paper, we propose a novel image generation pipeline based on Latent Diffusion Models (LDMs) that generates images with two layers: a foreground layer (RGBA) with transparency information and a background layer (RGB). Unlike existing methods that generate these layers sequentially, our approach introduces a harmonized generation mechanism that enables dynamic interactions between the layers for more coherent outputs. We demonstrate the effectiveness of our method through extensive qualitative and quantitative experiments, showing significant improvements in visual coherence, image quality, and layer consistency compared to baseline methods.",Dalva_Harmonized_Multi-Layer_Text-to-Image_Generation_with_Generative_Priors_CVPRF_2026_paper.pdf
ShelfGaussian: Shelf-Supervised Open-Vocabulary Gaussian-Based 3D Scene Understanding,"We introduce ShelfGaussian, an open-vocabulary multi-modal Gaussian-based 3D scene understanding framework supervised by off-the-shelf vision foundation models (VFMs). Gaussian-based methods have demonstrated superior performance and computational efficiency across a wide range of scene understanding tasks. However, existing methods either model objects as closed-set semantic Gaussians supervised by annotated 3D labels, neglecting their rendering ability, or learn open-set Gaussian representations via purely 2D self-supervision, leading to degraded geometry and limited to camera-only settings. To fully exploit the potential of Gaussians, we propose a Multi-Modal Gaussian Transformer that enables Gaussians to query features from diverse sensor modalities, and a Shelf-Supervised Learning Paradigm that efficiently optimizes Gaussians with VFM features jointly at 2D image and 3D scene levels. We evaluate ShelfGaussian on various perception and planning tasks. Experiments on Occ3D-nuScenes demonstrate its state-of-the-art zero-shot semantic occupancy prediction performance. ShelfGaussian is further evaluated on an unmanned ground vehicle (UGV) to assess its in-the-wild performance across diverse urban scenarios. Project website: https://lunarlab-gatech.github.io/ShelfGaussian/.",Zhao_ShelfGaussian_Shelf-Supervised_Open-Vocabulary_Gaussian-Based_3D_Scene_Understanding_CVPRF_2026_paper.pdf
PEPR: Privileged Event-based Predictive Regularization for Domain Generalization,"Deep neural networks for visual perception are highly susceptible to domain shift, which poses a critical challenge for real-world deployment under conditions that differ from the training data. To address this domain generalization challenge, we propose a cross-modal framework under the learning using privileged information (LUPI) paradigm for training a robust, single-modality RGB model.We leverage event cameras as a source of privileged information, available only during training. The two modalities exhibit complementary characteristics: the RGB stream is semantically dense but domain-dependent, whereas the event stream is sparse yet more domain-invariant. Direct feature alignment between them is therefore suboptimal, as it forces the RGB encoder to mimic the sparse event representation, thereby losing semantic detail. To overcome this, we introduce Privileged Event-based Predictive Regularization (PEPR), which reframes LUPI as a predictive problem in a shared latent space. Instead of enforcing direct cross-modal alignment, we train the RGB encoder with PEPR to predict event-based latent features, distilling robustness without sacrificing semantic richness. The resulting standalone RGB model consistently improves robustness to day-to-night and other domain shifts, outperforming alignment-based baselines across object detection and semantic segmentation.",Magrini_PEPR_Privileged_Event-based_Predictive_Regularization_for_Domain_Generalization_CVPRF_2026_paper.pdf
PCSTracker: Long-term Scene Flow Estimation for Point Cloud Sequences,"Point cloud scene flow estimation is fundamental to long-term and fine-grained 3D motion analysis.However, existing methods are typically limited to pairwise settings and struggle to maintain temporal consistency over long sequences as geometry evolves, occlusions emerge, and errors accumulate. In this work, we propose PCSTracker, the first end-to-end framework specifically designed for consistent scene flow estimation in point cloud sequences. Specifically, we introduce an iterative geometry-motion joint optimization module (IGMO) that explicitly models the temporal evolution of point features to alleviate correspondence inconsistencies caused by dynamic geometric changes. In addition, a spatio-temporal point trajectory update module (STTU) is proposed to leverage broad temporal context to infer plausible positions for occluded points, ensuring coherent motion estimation. To further handle long sequences, we employ an overlapping sliding-window inference strategy that alternates cross-window propagation and in-window refinement, effectively suppressing error accumulation and maintaining stable long-term motion consistency. Extensive experiments on the synthetic PointOdyssey3D and real-world ADT3D datasets show that PCSTracker achieves the best accuracy in long-term scene flow estimation and maintains real-time performance at 32.5 FPS, while demonstrating superior 3D motion understanding compared to RGB-D-based approaches.",Lin_PCSTracker_Long-term_Scene_Flow_Estimation_for_Point_Cloud_Sequences_CVPRF_2026_paper.pdf
Vision Inference Former: Sustaining Visual Consistency in Multimodal Large Language Models,"In recent years, multimodal large language models (MLLMs) have achieved remarkable progress, primarily attributed to effective paradigms for integrating visual and textual information. The dominant connector-based paradigm projects visual features into textual sequence, enabling unified multimodal alignment and reasoning within a generative architecture. However, our experiments reveal two key limitations: (1) Although visual information serves as the core evidential modality in MLLMs, it is treated on par with textual tokens, diminishing the unique contribution of the visual modality; (2) As generation length increases, particularly within a limited context window, the model's dependence on visual information progressively weakens, resulting in deteriorated vision-language alignment and reduced consistency between generated content and visual semantics. To address these challenges, we propose the Vision Inference Former (VIF), a lightweight architectural module that establishes a direct bridge between pure visual representations and the model's output space. Specifically, VIF continuously injects visual semantics throughout the decoding phase of the inference process, ensuring that the model remains firmly grounded in visual content during generation. We conduct extensive experiments on 14 benchmark tasks covering general reasoning, OCR, table understanding, vision-centric evaluation, and hallucination. Experimental results show that VIF consistently improves model performance across diverse architectures while introducing minimal additional overhead.",Dong_Vision_Inference_Former_Sustaining_Visual_Consistency_in_Multimodal_Large_Language_CVPRF_2026_paper.pdf
"DRA: Structure-Preserving Backdoor Erasure via Diagnosing, Recalibrating, and Adapting","Backdoor attacks pose a severe threat by implanting malicious shortcuts into deep neural networks (DNNs). Shortcut identification-elimination is the mainstream defense paradigm. However, the identification stage has a fundamental flaw: trigger inversion relies on fragile assumptions about unknown triggers, making accurate reconstruction difficult, while mask optimization is constrained by unstable non-convex optimization, both hindering precise shortcut identification. The elimination stage typically uses structural pruning that can lead to irreversible model damage. In this paper, we propose DRA, a novel backdoor defense framework that reformulates hidden shortcut identification as an intuitive channel-scoring task and eliminates backdoors via parameter recalibration. Specifically, DRA introduces Causal Sensitivity Scoring (CSS), which leverages the sensitivity of shortcut channels to perturbations, jointly quantifying their sensitivity and causal importance to accurately identify shortcuts without relying on trigger priors or non-convex optimization. Subsequently, a projection-based penalty is applied to the identified suspicious channels for parameter recalibration, steering the model away from the backdoor parameter subspace and achieving structure-preserving erasure. Furthermore, DRA incorporates a progressive Top-q training mechanism that gradually adjusts the channel-recalibration ratio based on model performance feedback, addressing the heterogeneity among shortcut channels under different attacks. Extensive experiments on three public datasets demonstrate that DRA achieves state-of-the-art performance, maintaining high accuracy on clean samples while significantly reducing the attack success rate.",Wen_DRA_Structure-Preserving_Backdoor_Erasure_via_Diagnosing_Recalibrating_and_Adapting_CVPRF_2026_paper.pdf
CLLAP: Contrastive Learning-based LiDAR-Augmented Pretraining for Enhanced Radar-Camera Fusion,"Accurate 3D object detection is critical for autonomous driving, necessitating reliable, cost-effective sensors capable of operating in adverse weather conditions. Camera and millimeter-wave radar fusion has emerged as a promising solution; however, these methods often rely on finely annotated radar data, which is scarce and labor-intensive to produce. To address this challenge, we present CLLAP, a Contrastive Learning-based LiDAR-Augmented Pretraining framework that enhances the performance of existing radar-camera fusion methods for 3D object detection. CLLAP leverages abundant LiDAR data to generate pseudo-radar data using the proposed L2R (LiDAR-to-Radar) Sampling method. Then, it incorporates this data into a novel dual-stage, dual-modality contrastive learning strategy, enabling effective self-supervised learning from paired pseudo-radar and image data. This approach facilitates effective pretraining of existing radar-camera fusion models in a plug-and-play manner, enhancing their feature extraction capabilities and improving detection accuracy and robustness. Experimental results using NuScenes and Lyft Level 5 datasets demonstrate significant performance improvements across three baseline models, highlighting CLLAP's effectiveness in advancing radar-camera fusion for autonomous driving applications.",Liu_CLLAP_Contrastive_Learning-based_LiDAR-Augmented_Pretraining_for_Enhanced_Radar-Camera_Fusion_CVPRF_2026_paper.pdf
100Editor: 100+ Views per Batch and Minute-Scale View-Consistent 3D Editing,"Editing 3D scenes with diffusion models and 3DGS remains slow: most pipelines update one view at a time and are constrained by VRAM-limited batch sizes. We introduce 100Editor, a training-free framework that scales multi-view 3D editing to the hundred-view regime while preserving cross-view consistency. The system combines four complementary components: (1) a batch-consistent multi-view editing module that aligns overlapping content across views at the token level with chunked execution; (2) an efficiency suite that integrates a lightweight 3DGS renderer, a sparse optimizer, a CLIP-guided Patience Stopping (CPS) rule, and parallelized diffusion inference to reduce editing latency; (3) an interactive 3D segmentation module with point prompts and 3D back-projection for accurate, object-level local editing; and (4) a practical 3D editing software that unifies these capabilities for semantic, additive, subtractive, and non-rigid editing. Together, these designs enable large-batch and efficient 3D editing without modifying the image-editing model's weights. On a single 24 GB GPU, 100Editor edits 100+ views per batch (up to 120) and achieves minute-scale 3D scene editing latency (59.60 s). Experiments across diverse scenes and edit types show improved multi-view consistency and high perceptual quality compared to single-view and small-batch baselines, while supporting precise, interactive 3D edits.",Wu_100Editor_100_Views_per_Batch_and_Minute-Scale_View-Consistent_3D_Editing_CVPRF_2026_paper.pdf
Devil is in Narrow Policy: Unleashing Exploration in Driving VLA Models,"Vision-Language-Action (VLA) models represent a promising paradigm for end-to-end autonomous driving, yet suffer from a fundamental Narrow Policy (NP) limitation. We observe that driving Imitation Learning (IL), while exploiting human demonstrations, tends to collapse exploration, and limit the potential of subsequent Reinforcement Learning (RL) stages, which often saturate prematurely due to insufficient feedback diversity. Thereby, we propose Curious-VLA, a framework that alleviates the ""exploit-explore"" dilemma through a two-stage design.During IL, we introduce a Feasible Trajectory Expansion (FTE) strategy to generate multiple physically valid trajectories and a step-wise normalized trajectory representation to adapt this diverse data. In the RL stage, we present Adaptive Diversity-Aware Sampling (ADAS) that prioritizes high-diversity samples and introduce Spanning Driving Reward (SDR) with a focal-style weighting to amplify reward's value span for improving sensitivity to driving quality. On the Navsim benchmark, Curious-VLA achieves state-of-the-art results (PDMS 90.3, EPDMS 85.4) and a Best-of-N PDMS of 94.8, demonstrating its effectiveness in unlocking the exploratory potential of VLA models.",Chen_Devil_is_in_Narrow_Policy_Unleashing_Exploration_in_Driving_VLA_CVPRF_2026_paper.pdf
APC: Transferable and Efficient Adversarial Point Counterattack for Robust 3D Point Cloud Recognition,"The advent of deep neural networks has led to remarkable progress in 3D point cloud recognition, but they remain vulnerable to adversarial attacks. Although various defense methods have been studied, they suffer from a trade-off between robustness and transferability. We propose Adversarial Point Counterattack (APC) to achieve both simultaneously. APC is a lightweight input-level purification module that generates instance-specific counter-perturbations for each point, effectively neutralizing attacks. Leveraging clean-adversarial pairs, APC enforces geometric consistency in data space and semantic consistency in feature space. To improve generalizability across diverse attacks, we adopt a hybrid training strategy using adversarial point clouds from multiple attack types. Since APC operates purely on input point clouds, it directly transfers to unseen models and defends against attacks targeting them without retraining. At inference, a single APC forward pass provides purified point clouds with negligible time and parameter overhead. Extensive experiments on two 3D recognition benchmarks demonstrate that the APC achieves state-of-the-art defense performance. Furthermore, cross-model evaluations validate its superior transferability. The code is available at \small https://github.com/gyjung975/APC .",Jung_APC_Transferable_and_Efficient_Adversarial_Point_Counterattack_for_Robust_3D_CVPRF_2026_paper.pdf
R2MoE: Representation and Expert Selection Dual-Regularized Mixture-of-Experts for Multimodal Clinical Data,"Accurate prediction of complex diseases and patient outcomes depends on effectively combining heterogeneous clinical modalities--such as neuroimaging, genomics, and free-text notes. Although multimodal fusion methods, especially Mixture-of-Experts (MoE) architectures have shown strong performance on large clinical cohorts, naively applying standard MoE models to clinical multimodal inputs exposes two fundamental limitations. First, the strong variability in different modalities introduce highly non-uniform input patterns, which make it difficult for the gating network to learn stable and reliable expert assignments. Second, the resulting latent embeddings often lack coherent semantic structure and adequate inter-class separation, hindering robust clinical prediction. We propose R2MoE, a dual-regularized MoE framework that addresses these challenges. A specialized expert regularization anchors expert behavior to modality-driven patterns, preventing routing collapse and promoting stable expert coalitions. A complementary representation regularization shapes the fused latent embedding into a semantically structured and class-discriminative space. Furthermore, we aggregate layer-wise routing weights into a gating-weight fingerprint, capturing patient-specific computational pathways that reveal clinically meaningful subtype structure and enhance downstream prediction. Across ADNI and MIMIC-IV, R2MoE outperforms the best existing multimodal models, achieving relative improvements of 6.1% and 3.3% in classification accuracy, respectively, while also yielding more interpretable structure in the learned representation space.",Raza_R2MoE_Representation_and_Expert_Selection_Dual-Regularized_Mixture-of-Experts_for_Multimodal_Clinical_CVPRF_2026_paper.pdf
Adapting with an Open Mind: Leveraging Open-Vocabulary Detectors for Closed Set Source-Free Domain Adaptive Object Detection,"Source-Free Domain Adaptive Object Detection (SFDA-OD) aims to adapt a detector trained on a labeled source domain to an unlabeled target domain without accessing source data. We identify a key complementarity: Open-Vocabulary Object Detectors (OVOD) offer strong domain generalization but weaker source-domain accuracy, whereas Closed-Set Object Detectors (CSOD) exhibit the opposite behavior. Existing SFDA-OD methods typically employ Mean-Teacher (MT) framework, where pseudo-labels generated by a source-pretrained teacher model guide a student model, and the teacher is in-turn updated via Exponential Moving Average. We observe that these pseudo-labels frequently carry a source-domain bias, which impedes effective target-domain adaptation. To address this, we propose a Dual-Branch Distillation framework that augments the student with two post-decoder projection heads: a main branch distilling from the source-pretrained teacher and an auxiliary branch distilling from an OVOD ""anchor"" model. The proposed design enables joint learning of domain-invariant features from the OVOD and domain-specific representations from the CSOD. Extensive experiments demonstrate consistent gains over prior state-of-the-art (SOTA), achieving +14.4% on Sim10k->Cityscapes, +11.5% on Kitti->Cityscapes, +4.7% on Cityscapes->Foggy-Cityscapes and +7.9% on Cityscapes->BDD100k. Full source code and trained models are available on our Project page.",Borgavi_Adapting_with_an_Open_Mind_Leveraging_Open-Vocabulary_Detectors_for_Closed_CVPRF_2026_paper.pdf
TICON: A Slide-Level Tile Contextualizer for Histopathology Representation Learning,"The interpretation of small tiles in large whole slide images (WSI) often needs a larger image context. We introduce TICON, a transformer-based tile representation contextualizer that produces rich, contextualized embeddings for any application in computational pathology. Standard tile encoder-based pipelines, which extract embeddings of tiles stripped from their context, fail to model the rich slide-level information essential for both local and global tasks. Furthermore, different tile-encoders excel at different downstream tasks. Therefore, a unified model is needed to contextualize embeddings derived from any tile-level foundation model. TICON addresses this need with a single, shared encoder, pretrained using a masked modeling objective to simultaneously unify and contextualize representations from diverse tile-level pathology foundation models. Our experiments demonstrate that TICON-contextualized embeddings significantly improve performance across many different tasks, establishing new state-of-the-art results on tile-level benchmarks (i.e., HEST-Bench, THUNDER, CATCH) and slide-level benchmarks (i.e., Patho-Bench). Finally, we pretrain an aggregator on TICON to form a slide-level foundation model, using only 11K WSIs, outperforming SoTA slide-level foundation models pretrained with up to 350K WSIs.",Belagali_TICON_A_Slide-Level_Tile_Contextualizer_for_Histopathology_Representation_Learning_CVPRF_2026_paper.pdf
CLASH: A Benchmark for Cross-Modal Contradiction Detection,"Contradictory multimodal inputs are common in real-world settings, yet existing benchmarks typically assume input consistency and overlook conflict detection - a fundamental capability for preventing hallucinations and ensuring reliability. We introduce CLASH, a novel benchmark for multimodal contradiction detection, featuring COCO images paired with contradictory captions containing controlled object-level or attribute-level contradictions. The samples include targeted questions evaluated in both multiple-choice and open-ended formats. The benchmark provides an extensive fine-tuning set filtered through automated quality checks, alongside a smaller human-verified diagnostic set. Our analysis of state-of-the-art models reveals substantial limitations in recognizing cross-modal conflicts, exposing systematic modality biases and category-specific weaknesses. Furthermore, we empirically demonstrate that targeted fine-tuning on CLASH substantially enhances conflict detection capabilities.",Popordanoska_CLASH_A_Benchmark_for_Cross-Modal_Contradiction_Detection_CVPRF_2026_paper.pdf
Predicting Gene Expression in Spatially Resolved Transcriptomics Across Samples Through Probabilistic Fusion of Hierarchical Histology and Spatial Information,"Spatially resolved transcriptomics (SRT) is a transformative technology in biomedical research, yet its scalability is hindered by high costs and restricted capture areas. Computational methods for predicting high-quality gene expression are needed. However, existing methods are ineffective at predicting high-dimensional gene expression and generalizing to multiple consecutive spatial slices, primarily due to spatial-concomitant heterogeneity among samples and ineffective integration of visual and spatial information. To address these challenges, we propose STevs, a deep generative model designed to predict gene expression from tissue histology through a probabilistic fusion of image and spatial representations, leveraging spatial information to improve the alignment of image representations. STevs employs a multimodal variational autoencoder (VAE) architecture featuring parallel encoders that process distinct modalities: a Swin Transformer for hierarchical visual representation extraction and a multilayer perceptron (MLP) for spatial coordinates. The latent representations from these modalities are fused under uncertainty using a Product of Experts (PoE) mechanism. Furthermore, we introduce a latent alignment loss to explicitly promote a shared representation across modalities, thereby reducing the discrepancy between the image and spatial latent spaces. Comprehensive experimental evaluations demonstrate that STevs not only achieves state-of-the-art performance on standard within-slice gene prediction tasks but also succeeds in the task of training on one slice and predicting on multiple other slices. Our work provides a powerful computational tool capable of predicting gene expression directly from histology images, reducing the need for costly SRT experiments.",Liu_Predicting_Gene_Expression_in_Spatially_Resolved_Transcriptomics_Across_Samples_Through_CVPRF_2026_paper.pdf
GeoHOI: Geometry-Enhanced Human-Object Interaction Video Generation via Hierarchical Multi-Modal Injection,"Existing human-object interaction (HOI) video generation methods struggle to accurately perceive object structures, often producing poor results during object rotation or complex interactions. We found inspiration in visual geometry-grounded models, as their powerful ability to capture meaningful geometric-aware structures in learned representations. However, due to the inherent heterogeneity between models trained for different tasks, applying such models to HOI video generation presents significant challenges. We propose GeoHOI, a framework that encourages diffusion transformers to fully utilize geometry-aware priors to enhance object perception and the physical consistency of HOI video generation. We introduce a Multi-View Geometry Prior Extractor which captures object structural features and incorporates a Camera Pose Modulation module to provide viewpoint adaptation for multi-view object inputs. To enable effective injection of geometry-aware features and prevent feature entanglement, we design a Hierarchical Injection Policy that strategically integrates geometric, texture, and caption embeddings at different layers of the diffusion transformer. GeoHOI achieves a 26.2% relative improvement in Object-IoU and a 19.6% reduction in Hand Landmark Mean Distance (LMD) compared to our baseline model (Wan2.2-5B), outperforming state-of-the-art methods in object understanding and interaction plausibility.",Xu_GeoHOI_Geometry-Enhanced_Human-Object_Interaction_Video_Generation_via_Hierarchical_Multi-Modal_Injection_CVPRF_2026_paper.pdf
UniD-Shift: Towards Unified Semantic Segmentation via Interpretable Shared-Private Multimodal Decomposition,"Semantic segmentation of large-scale 3D point clouds is crucial for applications such as autonomous driving and urban digital twins. However, the sparse sampling pattern of LiDAR and the view-dependent geometric distortion in image observations complicate cross-modal alignment and hinder stable fusion. Inspired by the fact that 2D images captured by cameras are representations of the 3D world, we recognize that the features learned from 2D and 3D segmentation share some common semantics, while other aspects remain modality-specific. This insight motivates a unified multimodal framework for joint 2D-3D semantic segmentation. We combine a SAM-based vision encoder with a SPTNet-based geometric encoder to extract complementary semantic and geometric representations. The resulting features from both modalities are explicitly decomposed into shared and private subspaces, where the shared components summarize semantic factors common to both domains, and the private components preserve properties that are unique to each modality. A lightweight attention-based fusion module aggregates the shared features into a consistent cross-modal representation, and a regularized training objective ensures both semantic alignment and subspace independence. Experiments on the SemanticKITTI and nuScenes benchmarks demonstrate consistent improvements in segmentation accuracy over representative multimodal baselines, accompanied by competitive computational efficiency. Cross-domain evaluation on the nuScenes USA-Singapore setting further confirms that the model maintains stable performance under distribution variation, indicating the effectiveness of the proposed design for large-scale multimodal scene understanding.",Zhang_UniD-Shift_Towards_Unified_Semantic_Segmentation_via_Interpretable_Shared-Private_Multimodal_Decomposition_CVPRF_2026_paper.pdf
