title,pdf,arxiv,keywords,conference_day
Solvability of the Viewing Graph Under the Affine Camera Model,https://openaccess.thecvf.com/content/CVPR2026/papers/Pedroni_Solvability_of_the_Viewing_Graph_Under_the_Affine_Camera_Model_CVPR_2026_paper.pdf,,viewing graph solvability; affine camera model; Structure from Motion; pairwise camera relationships; fundamental matrices; linear system characterization; affine solvability; calibrated camera model; uncalibrated camera model; structure-from-motion datasets,2026-06-06
Seeing Beyond 8bits: Subjective and Objective Quality Assessment of HDR-UGC Videos,https://openaccess.thecvf.com/content/CVPR2026/papers/Saini_Seeing_Beyond_8bits_Subjective_and_Objective_Quality_Assessment_of_HDR-UGC_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.00938,HDR-UGC video quality assessment; High Dynamic Range video; user-generated content; Beyond8Bits dataset; HDR-Q; Multimodal Large Language Model; HDR-aware vision encoder; HDR-Aware Policy Optimization; HDR-SDR contrastive KL; mean opinion score calibration,2026-06-06
Seeing Both Sides: Towards Bidirectional Semantic Alignment for Open-Vocabulary Camouflaged Object Segmentation,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Seeing_Both_Sides_Towards_Bidirectional_Semantic_Alignment_for_Open-Vocabulary_Camouflaged_CVPR_2026_paper.pdf,,Open-Vocabulary Camouflaged Object Segmentation; bidirectional semantic alignment; BaCLIP; Mutual Refinement and Enhancement Module; bidirectional cross-attention; visual-textual features; adaptive prompt; Segment Anything Model; semantic confusion; OVCamo benchmark,2026-06-06
Geo2: Geometry-Guided Cross-view Geo-Localization and Image Synthesis,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Geo2_Geometry-Guided_Cross-view_Geo-Localization_and_Image_Synthesis_CVPR_2026_paper.pdf,,Cross-view geo-localization; Cross-view image synthesis; Geometric Foundation Models; 3D geometric priors; ground-to-aerial imagery; GeoMap; 3D-aware latent space; GeoFlow; flow matching; bidirectional synthesis coherence,2026-06-06
Efficiency Follows Global-Local Decoupling,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Efficiency_Follows_Global-Local_Decoupling_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.19567,global-local decoupling; ConvNeur; two-branch architecture; neural memory branch; global context aggregation; locality-preserving branch; learned gate; subquadratic scaling; local inductive priors; accuracy-latency trade-offs,2026-06-06
SMRABooth: Subject and Motion Representation Alignment for Customized Video Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_SMRABooth_Subject_and_Motion_Representation_Alignment_for_Customized_Video_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.12193,customized video generation; subject-motion representation alignment; object-level guidance; self-supervised encoder; optical flow encoder; LoRA fine-tuning; subject alignment; motion trajectories; sparse LoRA injection; controllable text-to-video generation,2026-06-06
PowerCLIP: Powerset Alignment for Contrastive Pre-Training,https://openaccess.thecvf.com/content/CVPR2026/papers/Kawamura_PowerCLIP_Powerset_Alignment_for_Contrastive_Pre-Training_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.23170,PowerCLIP; powerset alignment; contrastive pre-training; CLIP; vision-language pre-training; region-to-phrase alignment; textual parse trees; non-linear aggregators; compositional semantics; zero-shot classification,2026-06-06
Expanding mmWave Datasets for Human Pose Estimation with Unlabeled Data and LiDAR Datasets,https://openaccess.thecvf.com/content/CVPR2026/papers/Peng_Expanding_mmWave_Datasets_for_Human_Pose_Estimation_with_Unlabeled_Data_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.14507,mmWave datasets; human pose estimation; unlabeled mmWave data; LiDAR HPE datasets; point cloud attributes; pseudo-label estimator; closed-form LiDAR-to-mmWave converter; pseudo-labeled mmWave point clouds; dataset expansion; out-of-domain generalization,2026-06-06
Spectral Super-Resolution via Adversarial Unfolding and Data-Driven Spectrum Regularization: From Multispectral Satellite Data to NASA Hyperspectral Image,https://openaccess.thecvf.com/content/CVPR2026/papers/Young_Spectral_Super-Resolution_via_Adversarial_Unfolding_and_Data-Driven_Spectrum_Regularization_From_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.00920,spectral super-resolution; multispectral satellite data; hyperspectral image reconstruction; Sentinel-2; AVIRIS-NG; deep unfolding framework; data-driven spectrum prior; PriorNet; unfolding adversarial learning; UALNet,2026-06-06
Copy-Transform-Paste: Zero-Shot Object-Object Alignment Guided by Vision-Language and Geometric Constraints,https://openaccess.thecvf.com/content/CVPR2026/papers/Gatenyo_Copy-Transform-Paste_Zero-Shot_Object-Object_Alignment_Guided_by_Vision-Language_and_Geometric_Constraints_CVPR_2026_paper.pdf,,zero-shot 3D alignment; object-object alignment; mesh alignment; spatial relations; relative pose optimization; CLIP-driven gradients; differentiable renderer; soft Iterative Closest Point; penetration loss; scene assembly,2026-06-06
Generative Adversarial Perturbations with Cross-paradigm Transferability on Localized Crowd Counting,https://openaccess.thecvf.com/content/CVPR2026/papers/Anisha_Generative_Adversarial_Perturbations_with_Cross-paradigm_Transferability_on_Localized_Crowd_Counting_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.24821,localized crowd counting; adversarial perturbations; cross-paradigm transferability; density maps; point regression; adversarial attacks; multi-task loss optimization; logit suppression; density map suppression; perceptual constraints,2026-06-06
ProxyFL: A Proxy-Guided Framework for Federated Semi-Supervised Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_ProxyFL_A_Proxy-Guided_Framework_for_Federated_Semi-Supervised_Learning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.21078,Federated Semi-Supervised Learning; ProxyFL; data heterogeneity; external heterogeneity; internal heterogeneity; proxy-guided framework; global proxy optimization; classifier weights as proxy; positive-negative proxy pool; pseudo-label correction,2026-06-06
FedRG: Unleashing the Representation Geometry for Federated Learning with Noisy Clients,https://openaccess.thecvf.com/content/CVPR2026/papers/Wen_FedRG_Unleashing_the_Representation_Geometry_for_Federated_Learning_with_Noisy_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.19722,federated learning; noisy annotations; noisy clients; representation geometry; label-agnostic spherical representations; self-supervision; von Mises-Fisher mixture model; semantic clusters; semantic-label soft mapping; personalized noise absorption matrix,2026-06-06
MUFASA: A Multi-Layer Framework for Slot Attention,https://openaccess.thecvf.com/content/CVPR2026/papers/Bock_MUFASA_A_Multi-Layer_Framework_for_Slot_Attention_CVPR_2026_paper.pdf,,unsupervised object-centric learning; slot attention; MUFASA; vision transformer feature layers; unsupervised object segmentation; multi-layer slot fusion; object-centric representations; pre-trained ViT encoder; semantic feature aggregation; training convergence,2026-06-06
RAMEN: Resolution-Adjustable Multimodal Encoder for Earth Observation,https://openaccess.thecvf.com/content/CVPR2026/papers/Houdre_RAMEN_Resolution-Adjustable_Multimodal_Encoder_for_Earth_Observation_CVPR_2026_paper.pdf,,Earth observation; resolution-adjustable multimodal encoder; sensor-agnostic representation learning; heterogeneous EO modalities; unified latent space; controllable spatial resolution; masked multimodal EO reconstruction; unified transformer encoder; unseen sensor configurations; PANGAEA benchmark,2026-06-06
Designing to Forget: Deep Semi-parametric Models for Unlearning,https://openaccess.thecvf.com/content/CVPR2026/papers/Zheng_Designing_to_Forget_Deep_Semi-parametric_Models_for_Unlearning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.22870,machine unlearning; deep semi-parametric models; non-parametric unlearning; test-time deletion; fusion module; sample deletion; image classification; image generation; ImageNet classification; efficient unlearning,2026-06-06
"Forecast the Principal, Stabilize the Residual: Subspace-Aware Feature Caching for Diffusion Transformers",https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Forecast_the_Principal_Stabilize_the_Residual_Subspace-Aware_Feature_Caching_for_CVPR_2026_paper.pdf,,Diffusion Transformers; feature caching; SVD-Cache; subspace-aware caching; principal subspace; residual subspace; Singular Value Decomposition; exponential moving average prediction; low-rank components; inference acceleration,2026-06-06
VENI: Variational Encoder for Natural Illumination,https://openaccess.thecvf.com/content/CVPR2026/papers/Walker_VENI_Variational_Encoder_for_Natural_Illumination_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.14079,inverse rendering; illumination priors; natural illumination; rotation-equivariant variational autoencoder; spherical environment maps; SO(2)-equivariance; Vector Neuron Vision Transformer; rotation-equivariant conditional neural field; SO(2)-equivariant fully connected layer; latent space interpolation,2026-06-06
MVGGT: Multimodal Visual Geometry Grounded Transformer for Multiview 3D Referring Expression Segmentation,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_MVGGT_Multimodal_Visual_Geometry_Grounded_Transformer_for_Multiview_3D_Referring_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.06874,Multiview 3D Referring Expression Segmentation; MV-3DRES; Multimodal Visual Geometry Grounded Transformer; sparse multi-view images; 3D referring expression segmentation; sparse-view geometric reasoning; Foreground Gradient Dilution; Per-view No-target Suppression Optimization; MVRefer benchmark; fast inference,2026-06-06
Next-Scale Autoregressive Models for Text-to-Motion Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Zheng_Next-Scale_Autoregressive_Models_for_Text-to-Motion_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.03799,text-to-motion generation; autoregressive models; next-scale prediction; hierarchical motion generation; coarse-to-fine temporal resolutions; cross-scale hierarchical refinement; in-scale temporal refinement; bidirectional re-prediction; long-range motion structure; zero-shot motion editing,2026-06-06
PointWorld: Scaling 3D World Models for In-The-Wild Robotic Manipulation,https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_PointWorld_Scaling_3D_World_Models_for_In-The-Wild_Robotic_Manipulation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.03782,3D world models; robotic manipulation; 3D point flows; RGB-D images; per-pixel 3D displacement forecasting; cross-embodiment learning; model-predictive control; in-the-wild manipulation; deformable object manipulation; articulated object manipulation,2026-06-06
TAG-MoE: Task-Aware Gating for Unified Generative Mixture-of-Experts,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_TAG-MoE_Task-Aware_Gating_for_Unified_Generative_Mixture-of-Experts_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.08881,Task-Aware Gating; unified image generation and editing; task interference; dense diffusion transformers; sparse Mixture-of-Experts; MoE routing; semantic intent; Hierarchical Task Semantic Annotation; Predictive Alignment Regularization; expert specialization,2026-06-06
MDCS-MoAME: Multi-directional Composite Scanning with Mixture of Attention and Mamba Experts for Cancer Survival Prediction,https://openaccess.thecvf.com/content/CVPR2026/papers/Qu_MDCS-MoAME_Multi-directional_Composite_Scanning_with_Mixture_of_Attention_and_Mamba_CVPR_2026_paper.pdf,,cancer survival prediction; multi-modal learning; whole slide images; genomic profiles; multi-directional composite scanning; Mamba encoder; mixture of experts; mixture of attention and Mamba experts; inter-modal correlations; alignment constraints,2026-06-06
GeoGuide: Hierarchical Geometric Guidance for Open-Vocabulary 3D Semantic Segmentation,https://openaccess.thecvf.com/content/CVPR2026/papers/Tao_GeoGuide_Hierarchical_Geometric_Guidance_for_Open-Vocabulary_3D_Semantic_Segmentation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.26260,open-vocabulary 3D semantic segmentation; hierarchical geometry-semantic consistency; pretrained 3D models; Uncertainty-based Superpoint Distillation; superpoint feature fusion; per-point uncertainty estimation; Instance-level Mask Reconstruction; geometric priors; Inter-Instance Relation Consistency; viewpoint-induced semantic drift,2026-06-06
Volumetric Functional Maps,https://openaccess.thecvf.com/content/CVPR2026/papers/Maggioli_Volumetric_Functional_Maps_CVPR_2026_paper.pdf,https://arxiv.org/abs/2506.13212,volumetric correspondences; 3D shapes; spectral volume mapping; functional maps; volumetric Laplace operator; eigenfunctions; signal transfer; volume domains; segmentation transfer; shape matching,2026-06-06
Focus-to-Perceive Representation Learning: A Cognition-Inspired Hierarchical Framework for Endoscopic Video Analysis,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Focus-to-Perceive_Representation_Learning_A_Cognition-Inspired_Hierarchical_Framework_for_Endoscopic_Video_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.25778,endoscopic video analysis; Focus-to-Perceive Representation Learning; self-supervised video pre-training; lesion-centric regions; hierarchical semantic modeling; teacher-prior adaptive masking; multi-view sparse sampling; cross-view masked feature completion; attention-guided temporal prediction; endoscopic video representation learning,2026-06-06
DAGE: Dual-Stream Architecture for Efficient and Fine-Grained Geometry Estimation,https://openaccess.thecvf.com/content/CVPR2026/papers/Ngo_DAGE_Dual-Stream_Architecture_for_Efficient_and_Fine-Grained_Geometry_Estimation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.03744,dual-stream transformer; geometry estimation; camera pose estimation; uncalibrated multi-view inputs; video geometry estimation; view-consistent representation; alternating frame/global attention; cross-attention fusion; sharp depth/pointmaps; multi-view reconstruction,2026-06-06
ORIC: Benchmarking Object Recognition under Contextual Incongruity in Large Vision-Language Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_ORIC_Benchmarking_Object_Recognition_under_Contextual_Incongruity_in_Large_Vision-Language_CVPR_2026_paper.pdf,https://arxiv.org/abs/2509.15695,contextual incongruity; Object Recognition in Incongruous Context; ORIC-Bench; Large Vision-Language Models; object recognition; hallucination; LLM-guided sampling; CLIP-guided sampling; open-vocabulary detectors; Visual Reinforcement Fine-Tuning,2026-06-06
QD-PCQA: Quality-Aware Domain Adaptation for Point Cloud Quality Assessment,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_QD-PCQA_Quality-Aware_Domain_Adaptation_for_Point_Cloud_Quality_Assessment_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.03726,No-Reference Point Cloud Quality Assessment; Unsupervised Domain Adaptation; Quality-aware Domain Adaptation; Human Visual System; perceptual quality assessment; Rank-weighted Conditional Alignment; quality ranking awareness; Quality-guided Feature Augmentation; quality-guided style mixup; cross-domain generalization,2026-06-06
Gradient Knows Best: Mixed-Precision Quantization via Gradient-Guided Bit Allocation for Super-Resolution,https://openaccess.thecvf.com/content/CVPR2026/papers/Kim_Gradient_Knows_Best_Mixed-Precision_Quantization_via_Gradient-Guided_Bit_Allocation_for_CVPR_2026_paper.pdf,,image super-resolution; mixed-precision quantization; post-training quantization; gradient-guided bit allocation; quantization sensitivity estimation; layer-wise bit-width allocation; dynamic activation range normalization; batch normalization removal; fixed quantization ranges; EDSR quantization,2026-06-06
Pixels Don't Lie (But Your Detector Might): Bootstrapping MLLM-as-a-Judge for Trustworthy Deepfake Detection and Reasoning Supervision,https://openaccess.thecvf.com/content/CVPR2026/papers/Kuckreja_Pixels_Dont_Lie_But_Your_Detector_Might_Bootstrapping_MLLM-as-a-Judge_for_CVPR_2026_paper.pdf,,DeepfakeJudge; deepfake detection; reasoning supervision; reasoning fidelity; MLLM-as-a-Judge; visual evidence grounding; bootstrapped generator-evaluator process; human-annotated visual reasoning labels; pointwise and pairwise evaluation; interpretable deepfake reasoning,2026-06-06
VS-Bench: Evaluating VLMs for Strategic Abilities in Multi-Agent Environments,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_VS-Bench_Evaluating_VLMs_for_Strategic_Abilities_in_Multi-Agent_Environments_CVPR_2026_paper.pdf,https://arxiv.org/abs/2506.02387,Vision Language Models; VS-Bench; Visual Strategic Bench; strategic abilities; multi-agent environments; multimodal benchmark; vision-grounded environments; strategic reasoning; next-action prediction; decision-making,2026-06-06
Missing No More: Dictionary-Guided Cross-Modal Image Fusion under Missing Infrared,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Missing_No_More_Dictionary-Guided_Cross-Modal_Image_Fusion_under_Missing_Infrared_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.08018,missing-IR fusion; infrared-visible image fusion; shared convolutional dictionary; coefficient-domain inference; dictionary-guided image fusion; Joint Shared-dictionary Representation Learning; VIS-Guided IR Inference; pseudo-IR coefficients; Adaptive Fusion via Representation Inference; window attention,2026-06-06
Hyperbolic Defect Feature Synthesis for Few-Shot Defect Classification,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Hyperbolic_Defect_Feature_Synthesis_for_Few-Shot_Defect_Classification_CVPR_2026_paper.pdf,,few-shot defect classification; defect synthesis; hyperbolic defect feature synthesis; hyperbolic space; defect feature synthesis; hyperbolic defect prototypes; hierarchical defect contrastive loss; generalized defect representation; MVTec-FS benchmark; MTD dataset,2026-06-06
HVG-3D: Bridging Real and Simulation Domains for 3D-Conditional Hand-Object Interaction Video Synthesis,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_HVG-3D_Bridging_Real_and_Simulation_Domains_for_3D-Conditional_Hand-Object_Interaction_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.03305,hand-object interaction video synthesis; 3D-conditional video synthesis; 3D-aware diffusion architecture; 3D ControlNet; explicit 3D representations; geometric and motion cues; real-to-simulation domain bridging; temporal coherence; spatial controllability; TASTE-Rob dataset,2026-06-06
Qwen-Image-Layered: Towards Inherent Editability via Layer Decomposition,https://openaccess.thecvf.com/content/CVPR2026/papers/Yin_Qwen-Image-Layered_Towards_Inherent_Editability_via_Layer_Decomposition_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.15603,layer decomposition; semantically disentangled RGBA layers; inherent editability; diffusion model; variable-length decomposition; RGBA-VAE; Variable Layers Decomposition MMDiT; multi-stage training; multilayer image decomposer; Photoshop document annotation,2026-06-06
Dictionary-Aligned Concept Control for Safeguarding Multimodal LLMs,https://openaccess.thecvf.com/content/CVPR2026/papers/Luo_Dictionary-Aligned_Concept_Control_for_Safeguarding_Multimodal_LLMs_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.08846,Dictionary-Aligned Concept Control; multimodal LLM safety; activation steering; Sparse Autoencoder; curated concept dictionary; sparse coding; DACO-400K; multimodal concept directions; SAE atom annotation; safety benchmarks,2026-06-06
Bridging Facial Understanding and Animation via Language Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Song_Bridging_Facial_Understanding_and_Animation_via_Language_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.16936,text-conditioned facial animation; facial motion understanding; 3D facial parameters; Motion2Language; Language2Motion; quantized motion tokens; text-paired facial corpora; foundation generative models; facial behavior synthesis; language models,2026-06-06
ProactiveMobile: A Comprehensive Benchmark for Boosting Proactive Intelligence On Mobile Devices,https://openaccess.thecvf.com/content/CVPR2026/papers/Kong_ProactiveMobile_A_Comprehensive_Benchmark_for_Boosting_Proactive_Intelligence_On_Mobile_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.21858,ProactiveMobile; proactive intelligence; mobile agents; multimodal large language models; latent user intent inference; on-device contextual signals; executable function sequences; mobile agent benchmark; multi-answer annotations; proactivity evaluation,2026-06-06
Thinking-while-Generating: Interleaving Textual Reasoning throughout Visual Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Guo_Thinking-while-Generating_Interleaving_Textual_Reasoning_throughout_Visual_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.16671,Thinking-while-Generating; interleaved textual reasoning; visual generation; multimodal interaction; co-evolving reasoning; context-aware visual outputs; zero-shot prompting; supervised fine-tuning; TwiG-50K dataset; TwiG-GRPO,2026-06-06
RAG-TP: A General Framework for Vehicle Trajectory Prediction via Retrieval-Augmented Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_RAG-TP_A_General_Framework_for_Vehicle_Trajectory_Prediction_via_Retrieval-Augmented_CVPR_2026_paper.pdf,,vehicle trajectory prediction; retrieval-augmented generation; autonomous driving; heterogeneous knowledge base; scene topologies; motion patterns; Retrieval-Driven Mixture-of-Experts; cross-attention fusion; multi-modal trajectory decoding; zero-shot generalization,2026-06-06
Beyond Appearance: Camouflaged Object Detection via Geometric Structure,https://openaccess.thecvf.com/content/CVPR2026/papers/Han_Beyond_Appearance_Camouflaged_Object_Detection_via_Geometric_Structure_CVPR_2026_paper.pdf,,camouflaged object detection; depth priors; geometric structure; monocular depth estimation; task misalignment; Depth Segment Anything Model; Sparse Mixture-of-Experts Adapter; Geometric–Semantic Fusion Module; geometric-semantic fusion; camouflaged object segmentation,2026-06-06
ShapeR: Robust Conditional 3D Shape Generation from Casual Captures,https://openaccess.thecvf.com/content/CVPR2026/papers/Siddiqui_ShapeR_Robust_Conditional_3D_Shape_Generation_from_Casual_Captures_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.11514,conditional 3D shape generation; casual captures; visual-inertial SLAM; sparse SLAM points; posed multi-view images; vision-language model captions; rectified flow transformer; compositional augmentations; curriculum training; in-the-wild 3D object benchmark,2026-06-06
Exploring Conditions for Diffusion Models in Robotic Control,https://openaccess.thecvf.com/content/CVPR2026/papers/Shin_Exploring_Conditions_for_Diffusion_Models_in_Robotic_Control_CVPR_2026_paper.pdf,https://arxiv.org/abs/2510.15510,text-to-image diffusion models; robotic control; imitation learning; task-adaptive visual representations; textual conditions; domain gap; learnable task prompts; visual prompts; frame-specific details; robotic control benchmarks,2026-06-06
Learning What Matters: Prioritized Concept Learning via Relative Error-driven Sample Selection,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Learning_What_Matters_Prioritized_Concept_Learning_via_Relative_Error-driven_Sample_CVPR_2026_paper.pdf,,instruction tuning; vision-language models; prioritized concept learning; relative error-driven sample selection; PROGRESS; dynamic sample selection; learning progress tracking; skill acquisition; data-efficient training; cross-architecture generalization,2026-06-06
Learning to Focus and Precise Cropping:A Reinforcement Learning Framework with Information Gaps and Grounding Loss for MLLMs,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhao_Learning_to_Focus_and_Precise_CroppingA_Reinforcement_Learning_Framework_with_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.27494,multimodal large language models; image cropping tool; reinforcement learning framework; Information Gap mechanism; grounding loss; cropped key regions; bounding box annotations; high-resolution visual question answering; fine-grained visual reasoning; agent-based workflows,2026-06-06
SeaCache: Spectral-Evolution-Aware Cache for Accelerating Diffusion Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Chung_SeaCache_Spectral-Evolution-Aware_Cache_for_Accelerating_Diffusion_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.18993,diffusion models; visual generation; sequential denoising; cache schedule; feature reuse; spectral evolution; Spectral-Evolution-Aware Cache; SEA filter; dynamic caching schedules; latency-quality trade-offs,2026-06-06
VideoRealBench: A Chain-of-Thought Realism Evaluation Benchmark for Generated Human-Centric Videos,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_VideoRealBench_A_Chain-of-Thought_Realism_Evaluation_Benchmark_for_Generated_Human-Centric_Videos_CVPR_2026_paper.pdf,,generated human-centric videos; video realism evaluation; VideoRealBench; chain-of-thought reasoning; human preference alignment; VideoRealDataset; VideoRealEval; rating scale; three-step rationales; video generation models,2026-06-06
gQIR: Generative Quanta Image Reconstruction,https://openaccess.thecvf.com/content/CVPR2026/papers/Garg_gQIR_Generative_Quanta_Image_Reconstruction_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.20417,quanta image reconstruction; SPAD sensors; photon-limited imaging; quanta burst imaging; latent diffusion models; Bernoulli photon statistics; latent-space restoration; spatio-temporal reasoning; color SPAD burst dataset; Deforming XD video benchmark,2026-06-06
MatSpray: Fusing 2D Material World Knowledge on 3D Geometry,https://openaccess.thecvf.com/content/CVPR2026/papers/Langsteiner_MatSpray_Fusing_2D_Material_World_Knowledge_on_3D_Geometry_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.18314,3D Gaussian Splatting; PBR material properties; spatially varying material parameters; 2D material maps; albedo; roughness; metallicity; Gaussian ray tracing; neural refinement; relightable photorealistic rendering,2026-06-06
ViRC: Enhancing Visual Interleaved Mathematical CoT with Reason Chunking,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_ViRC_Enhancing_Visual_Interleaved_Mathematical_CoT_with_Reason_Chunking_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.14654,multimodal mathematical reasoning; visual interleaved Chain-of-Thought; Reason Chunking; Critical Reasoning Units; multimodal mathematical CoT; intermediate proposition verification; CRUX dataset; progressive training strategy; Instructional SFT; Strategic RL,2026-06-06
UniTEX: Universal High Fidelity Generative Texturing for 3D Shapes,https://openaccess.thecvf.com/content/CVPR2026/papers/Liang_UniTEX_Universal_High_Fidelity_Generative_Texturing_for_3D_Shapes_CVPR_2026_paper.pdf,https://arxiv.org/abs/2505.23253,3D texture generation; generative texturing; 3D assets; UV-based inpainting; topological ambiguity; unified 3D functional space; Texture Functions; Large Texturing Model; Diffusion Transformers; multi-view texture synthesis,2026-06-06
ARM-Thinker: Reinforcing Multimodal Generative Reward Models with Agentic Tool Use and Visual Reasoning,https://openaccess.thecvf.com/content/CVPR2026/papers/Ding_ARM-Thinker_Reinforcing_Multimodal_Generative_Reward_Models_with_Agentic_Tool_Use_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.05111,agentic multimodal reward models; vision-language alignment; tool use for verification; visual reasoning; fine-grained visual grounding; multi-page document understanding; multi-stage reinforcement learning; ARMBench-VL; multimodal reasoning; instruction following,2026-06-06
InTrain: Intrinsic Trainability for Zero-Cost Neural Architecture Search,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhou_InTrain_Intrinsic_Trainability_for_Zero-Cost_Neural_Architecture_Search_CVPR_2026_paper.pdf,,zero-cost neural architecture search; Intrinsic Trainability; training-free NAS; geometric capacity; optimization resilience; participation ratio; activation covariance eigenspectrum; representation manifolds; cumulative gradient health; backpropagation robustness,2026-06-06
Contrastive Cross-Bag Augmentation for Multiple Instance Learning-based Whole Slide Image Classification,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Contrastive_Cross-Bag_Augmentation_for_Multiple_Instance_Learning-based_Whole_Slide_Image_CVPR_2026_paper.pdf,https://arxiv.org/abs/2508.03081,Multiple Instance Learning; Whole Slide Image classification; pseudo-bag augmentation; Contrastive Cross-Bag Augmentation; C2Aug; cross-bag instance sampling; critical instances; tumor instances; bag-level contrastive learning; group-level contrastive learning,2026-06-06
Cluster-aware Anchor Learning for Multi-View Clustering,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Cluster-aware_Anchor_Learning_for_Multi-View_Clustering_CVPR_2026_paper.pdf,,anchor-based multi-view clustering; Cluster-aware Anchor Learning; adaptive per-cluster anchor allocation; consensus anchor matrix; cluster-specific anchor groups; ℓ2; 1-norm column-sparsity penalty; cluster-discriminative features; inter-cluster regularization; discriminative representation matrix,2026-06-06
Learning from Synthetic Data via Provenance-Based Input Gradient Guidance,https://openaccess.thecvf.com/content/CVPR2026/papers/Nagano_Learning_from_Synthetic_Data_via_Provenance-Based_Input_Gradient_Guidance_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.02946,synthetic data; provenance information; input gradient guidance; synthesis biases; target object regions; non-target region gradient suppression; discriminative representations; weakly supervised object localization; spatio-temporal action localization; image classification,2026-06-06
MAGICIAN: Efficient Long-Term Planning with Imagined Gaussians for Active Mapping,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_MAGICIAN_Efficient_Long-Term_Planning_with_Imagined_Gaussians_for_Active_Mapping_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.22650,active mapping; long-term planning; Imagined Gaussians; 3D Gaussian Splatting; surface coverage gain; occupancy network; structural priors; volumetric rendering; tree-search algorithm; novel viewpoint,2026-06-06
Fast3Dcache: Training-free 3D Geometry Synthesis Acceleration,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Fast3Dcache_Training-free_3D_Geometry_Synthesis_Acceleration_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.22533,3D geometry synthesis; 3D diffusion models; training-free acceleration; geometry-aware caching; diffusion inference; Predictive Caching Scheduler Constraint; voxel stabilization patterns; Spatiotemporal Stability Criterion; cached latent features; geometric fidelity,2026-06-06
